"user_id","gender","age","occu","sign","is_indunk","is_student","is_education","is_technology"
3767607,0,40,"HumanResources","Capricorn",0,0,NA,NA
3607694,1,23,"indUnk","Leo",1,NA,NA,NA
2862007,1,23,"indUnk","Capricorn",1,NA,NA,NA
4213470,0,13,"Student","Libra",0,1,NA,NA
4102045,1,17,"indUnk","Gemini",1,NA,NA,NA
4264876,1,15,"indUnk","Capricorn",1,NA,NA,NA
4075835,1,27,"Construction","Scorpio",0,0,NA,NA
4052552,0,16,"indUnk","Gemini",1,NA,NA,NA
3970154,1,23,"Student","Pisces",0,1,NA,NA
4173841,1,43,"indUnk","Gemini",1,NA,NA,NA
3291131,0,25,"indUnk","Taurus",1,NA,NA,NA
3413707,0,15,"Chemicals","Taurus",0,0,NA,NA
2813430,0,33,"indUnk","Taurus",1,NA,NA,NA
3883177,0,35,"Technology","Scorpio",0,0,NA,NA
1629718,0,27,"Technology","Libra",0,0,NA,NA
3672170,0,36,"Internet","Scorpio",0,0,NA,NA
734023,1,14,"Student","Cancer",0,1,NA,NA
3860353,1,24,"indUnk","Gemini",1,NA,NA,NA
3935450,1,25,"Arts","Aries",0,0,NA,NA
4184856,0,14,"Non-Profit","Capricorn",0,0,NA,NA
3558845,1,26,"indUnk","Pisces",1,NA,NA,NA
3306314,0,24,"Student","Taurus",0,1,NA,NA
3394208,0,17,"Student","Capricorn",0,1,NA,NA
4216577,1,38,"indUnk","Cancer",1,NA,NA,NA
2568090,1,24,"indUnk","Scorpio",1,NA,NA,NA
3823807,1,14,"indUnk","Virgo",1,NA,NA,NA
4235996,0,15,"Student","Taurus",0,1,NA,NA
3367343,1,17,"indUnk","Capricorn",1,NA,NA,NA
4169661,1,41,"HumanResources","Aquarius",0,0,NA,NA
3482840,1,13,"Student","Leo",0,1,NA,NA
3460713,1,17,"Arts","Leo",0,0,NA,NA
3674747,0,16,"Student","Aries",0,1,NA,NA
3699086,0,16,"indUnk","Pisces",1,NA,NA,NA
4152098,0,26,"indUnk","Scorpio",1,NA,NA,NA
3443396,1,16,"Student","Gemini",0,1,NA,NA
3371255,0,15,"Student","Pisces",0,1,NA,NA
1980443,0,16,"Student","Virgo",0,1,NA,NA
3326628,1,23,"indUnk","Capricorn",1,NA,NA,NA
3215937,1,26,"Accounting","Cancer",0,0,NA,NA
3838218,0,13,"Student","Virgo",0,1,NA,NA
3287144,0,16,"Student","Sagittarius",0,1,NA,NA
828778,0,23,"Sports-Recreation","Sagittarius",0,0,NA,NA
2818788,1,16,"Student","Sagittarius",0,1,NA,NA
3072650,0,14,"indUnk","Sagittarius",1,NA,NA,NA
3712913,0,15,"Student","Virgo",0,1,NA,NA
3723692,0,25,"Technology","Virgo",0,0,NA,NA
4129418,1,34,"indUnk","Virgo",1,NA,NA,NA
3802286,0,23,"indUnk","Capricorn",1,NA,NA,NA
3888166,1,13,"Military","Aries",0,0,NA,NA
3549714,1,24,"Education","Virgo",0,0,NA,NA
3806796,0,27,"Arts","Pisces",0,0,NA,NA
3764220,1,14,"Student","Virgo",0,1,NA,NA
3950869,1,17,"Student","Virgo",0,1,NA,NA
3321866,0,15,"Student","Sagittarius",0,1,NA,NA
3785845,1,15,"Arts","Aries",0,0,NA,NA
3478510,0,16,"Student","Aries",0,1,NA,NA
4320505,1,33,"indUnk","Sagittarius",1,NA,NA,NA
3068590,0,45,"Technology","Virgo",0,0,NA,NA
3785275,1,26,"indUnk","Pisces",1,NA,NA,NA
3407290,0,37,"Engineering","Leo",0,0,NA,NA
4188274,1,16,"Student","Gemini",0,1,NA,NA
3505165,0,14,"Student","Cancer",0,1,NA,NA
3759312,0,24,"Arts","Cancer",0,0,NA,NA
4287218,1,26,"indUnk","Gemini",1,NA,NA,NA
2977760,1,14,"indUnk","Libra",1,NA,NA,NA
3866526,0,26,"indUnk","Aquarius",1,NA,NA,NA
4116584,0,16,"Museums-Libraries","Cancer",0,0,NA,NA
3992573,1,26,"indUnk","Aquarius",1,NA,NA,NA
3446654,0,25,"Telecommunications","Cancer",0,0,NA,NA
3659651,0,17,"Student","Aquarius",0,1,NA,NA
3451166,0,17,"indUnk","Aquarius",1,NA,NA,NA
4296269,1,27,"Publishing","Capricorn",0,0,NA,NA
3831350,0,26,"Manufacturing","Capricorn",0,0,NA,NA
3377942,1,24,"indUnk","Libra",1,NA,NA,NA
3983707,1,13,"Student","Scorpio",0,1,NA,NA
3432308,1,25,"Education","Cancer",0,0,NA,NA
2539406,0,23,"Government","Cancer",0,0,NA,NA
3416335,0,16,"indUnk","Capricorn",1,NA,NA,NA
3354517,1,16,"Student","Aries",0,1,NA,NA
3819668,1,25,"Marketing","Pisces",0,0,NA,NA
4188004,1,17,"Student","Taurus",0,1,NA,NA
669116,1,26,"indUnk","Gemini",1,NA,NA,NA
2753052,1,14,"Student","Scorpio",0,1,NA,NA
4128797,0,27,"Technology","Sagittarius",0,0,NA,NA
4189257,0,25,"Religion","Pisces",0,0,NA,NA
3384726,0,17,"indUnk","Aquarius",1,NA,NA,NA
882528,0,17,"indUnk","Gemini",1,NA,NA,NA
4325889,0,14,"Student","Scorpio",0,1,NA,NA
3768397,1,23,"indUnk","Capricorn",1,NA,NA,NA
3000240,0,17,"Student","Taurus",0,1,NA,NA
4238152,0,14,"Student","Capricorn",0,1,NA,NA
3490316,1,24,"LawEnforcement-Security","Aries",0,0,NA,NA
2428393,1,17,"indUnk","Aquarius",1,NA,NA,NA
3678942,1,15,"Student","Cancer",0,1,NA,NA
3729846,0,17,"Student","Sagittarius",0,1,NA,NA
4210703,0,26,"indUnk","Capricorn",1,NA,NA,NA
3739942,1,15,"indUnk","Libra",1,NA,NA,NA
1778579,0,23,"indUnk","Gemini",1,NA,NA,NA
3670354,0,17,"indUnk","Leo",1,NA,NA,NA
3693380,1,14,"Fashion","Capricorn",0,0,NA,NA
3522772,1,27,"Government","Leo",0,0,NA,NA
3572381,0,40,"indUnk","Virgo",1,NA,NA,NA
3293519,0,25,"Consulting","Leo",0,0,NA,NA
3646377,0,25,"Sports-Recreation","Cancer",0,0,NA,NA
4122943,1,14,"Student","Leo",0,1,NA,NA
4220994,1,25,"indUnk","Virgo",1,NA,NA,NA
4075064,0,23,"indUnk","Sagittarius",1,NA,NA,NA
1902121,1,27,"Engineering","Taurus",0,0,NA,NA
1987893,1,38,"indUnk","Capricorn",1,NA,NA,NA
3527113,0,26,"Banking","Gemini",0,0,NA,NA
2876677,0,17,"Student","Aries",0,1,NA,NA
4238006,0,16,"indUnk","Sagittarius",1,NA,NA,NA
3505043,1,26,"indUnk","Pisces",1,NA,NA,NA
3993797,1,16,"Student","Libra",0,1,NA,NA
3848892,0,16,"indUnk","Libra",1,NA,NA,NA
3599769,1,23,"Student","Libra",0,1,NA,NA
3304415,0,25,"indUnk","Virgo",1,NA,NA,NA
1111991,1,33,"indUnk","Taurus",1,NA,NA,NA
3348160,0,24,"Government","Leo",0,0,NA,NA
3356970,0,41,"Science","Gemini",0,0,NA,NA
4038842,0,26,"indUnk","Libra",1,NA,NA,NA
3779963,1,16,"Arts","Virgo",0,0,NA,NA
2726395,1,41,"Technology","Leo",0,0,NA,NA
4055499,1,24,"Student","Aries",0,1,NA,NA
3454992,0,33,"Technology","Libra",0,0,NA,NA
3962812,0,17,"indUnk","Scorpio",1,NA,NA,NA
4060980,0,16,"indUnk","Libra",1,NA,NA,NA
3829312,0,27,"indUnk","Gemini",1,NA,NA,NA
3900039,1,17,"Student","Leo",0,1,NA,NA
3375539,0,17,"Student","Aries",0,1,NA,NA
3392887,1,24,"Science","Libra",0,0,NA,NA
3736053,0,24,"Arts","Aries",0,0,NA,NA
4166300,0,17,"Student","Taurus",0,1,NA,NA
3632734,0,26,"Internet","Capricorn",0,0,NA,NA
3987879,0,34,"indUnk","Scorpio",1,NA,NA,NA
3114279,0,24,"Student","Taurus",0,1,NA,NA
3592700,1,25,"indUnk","Capricorn",1,NA,NA,NA
4060812,1,17,"indUnk","Virgo",1,NA,NA,NA
3831024,0,23,"Student","Pisces",0,1,NA,NA
3699072,1,23,"indUnk","Sagittarius",1,NA,NA,NA
1503551,0,27,"Education","Sagittarius",0,0,NA,NA
2246318,0,25,"Telecommunications","Libra",0,0,NA,NA
3969316,1,33,"Internet","Aries",0,0,NA,NA
4201404,0,27,"indUnk","Cancer",1,NA,NA,NA
3682262,1,15,"indUnk","Gemini",1,NA,NA,NA
1240274,0,23,"Communications-Media","Gemini",0,0,NA,NA
3403051,0,26,"Telecommunications","Leo",0,0,NA,NA
4151959,1,14,"indUnk","Gemini",1,NA,NA,NA
3722833,0,15,"Student","Libra",0,1,NA,NA
3561749,1,15,"Education","Capricorn",0,0,NA,NA
4224299,1,17,"Fashion","Scorpio",0,0,NA,NA
3594873,1,16,"Student","Scorpio",0,1,NA,NA
3448540,1,17,"indUnk","Virgo",1,NA,NA,NA
3663701,1,27,"Communications-Media","Cancer",0,0,NA,NA
3466592,0,25,"indUnk","Pisces",1,NA,NA,NA
4312209,1,16,"indUnk","Virgo",1,NA,NA,NA
3356583,0,15,"Student","Leo",0,1,NA,NA
4252081,0,26,"Arts","Libra",0,0,NA,NA
2166338,0,17,"Student","Libra",0,1,NA,NA
3386981,0,27,"indUnk","Cancer",1,NA,NA,NA
3400445,1,24,"Advertising","Leo",0,0,NA,NA
3522747,0,36,"indUnk","Taurus",1,NA,NA,NA
4158987,1,13,"Student","Libra",0,1,NA,NA
3984120,0,26,"Advertising","Sagittarius",0,0,NA,NA
3659024,0,34,"Technology","Aquarius",0,0,NA,NA
3757297,1,27,"Student","Pisces",0,1,NA,NA
3829063,0,23,"indUnk","Taurus",1,NA,NA,NA
3986767,0,40,"Internet","Sagittarius",0,0,NA,NA
2308025,0,23,"Law","Libra",0,0,NA,NA
3353979,0,15,"Student","Sagittarius",0,1,NA,NA
4027311,0,39,"Technology","Sagittarius",0,0,NA,NA
3475992,1,33,"indUnk","Libra",1,NA,NA,NA
3546623,1,42,"indUnk","Libra",1,NA,NA,NA
1488330,0,17,"Non-Profit","Pisces",0,0,NA,NA
3601175,1,15,"indUnk","Gemini",1,NA,NA,NA
3802748,1,26,"indUnk","Scorpio",1,NA,NA,NA
3672882,0,16,"indUnk","Gemini",1,NA,NA,NA
4227656,1,23,"indUnk","Cancer",1,NA,NA,NA
4177430,0,16,"Student","Virgo",0,1,NA,NA
3819051,0,14,"Student","Leo",0,1,NA,NA
3460990,1,27,"Education","Aquarius",0,0,NA,NA
4074186,0,25,"indUnk","Cancer",1,NA,NA,NA
4288065,1,40,"indUnk","Taurus",1,NA,NA,NA
4216034,0,37,"Technology","Taurus",0,0,NA,NA
3873570,1,34,"Education","Capricorn",0,0,NA,NA
216833,0,24,"Student","Scorpio",0,1,NA,NA
3858126,1,26,"Education","Capricorn",0,0,NA,NA
4151531,0,25,"indUnk","Virgo",1,NA,NA,NA
1758432,1,23,"Engineering","Taurus",0,0,NA,NA
3667367,1,25,"Non-Profit","Leo",0,0,NA,NA
517266,0,36,"Education","Virgo",0,0,NA,NA
3984458,0,17,"Science","Sagittarius",0,0,NA,NA
3605346,1,25,"Government","Taurus",0,0,NA,NA
3343294,1,25,"indUnk","Cancer",1,NA,NA,NA
3360363,1,23,"Student","Capricorn",0,1,NA,NA
2284476,0,17,"indUnk","Taurus",1,NA,NA,NA
1223561,0,23,"Engineering","Cancer",0,0,NA,NA
832265,0,27,"Technology","Libra",0,0,NA,NA
3997213,0,15,"Student","Aquarius",0,1,NA,NA
3569294,1,43,"Education","Gemini",0,0,NA,NA
2259900,0,26,"Marketing","Taurus",0,0,NA,NA
2033616,1,17,"Student","Virgo",0,1,NA,NA
28451,0,27,"Internet","Aquarius",0,0,NA,NA
3878251,1,25,"Construction","Pisces",0,0,NA,NA
3525639,1,24,"LawEnforcement-Security","Scorpio",0,0,NA,NA
3735538,0,14,"Student","Scorpio",0,1,NA,NA
3813860,1,24,"indUnk","Sagittarius",1,NA,NA,NA
3723398,0,25,"Technology","Leo",0,0,NA,NA
4225684,0,17,"Student","Sagittarius",0,1,NA,NA
4082385,0,26,"indUnk","Aquarius",1,NA,NA,NA
3197709,0,24,"indUnk","Taurus",1,NA,NA,NA
3022585,1,27,"Education","Aquarius",0,0,NA,NA
4170329,1,23,"Education","Aries",0,0,NA,NA
3596048,1,16,"indUnk","Leo",1,NA,NA,NA
3958372,1,33,"Communications-Media","Virgo",0,0,NA,NA
4108638,0,25,"Student","Scorpio",0,1,NA,NA
3644129,1,24,"Tourism","Virgo",0,0,NA,NA
3921274,0,23,"Communications-Media","Cancer",0,0,NA,NA
3999305,0,16,"Student","Aries",0,1,NA,NA
3994464,1,36,"Consulting","Sagittarius",0,0,NA,NA
3760558,0,36,"Manufacturing","Aquarius",0,0,NA,NA
743739,0,24,"Student","Sagittarius",0,1,NA,NA
3738552,0,23,"Telecommunications","Capricorn",0,0,NA,NA
4271205,1,26,"indUnk","Pisces",1,NA,NA,NA
3690855,0,25,"Student","Leo",0,1,NA,NA
3541469,0,13,"indUnk","Scorpio",1,NA,NA,NA
3295677,1,43,"Technology","Scorpio",0,0,NA,NA
4108942,0,17,"indUnk","Sagittarius",1,NA,NA,NA
4325536,1,25,"indUnk","Leo",1,NA,NA,NA
3489768,1,13,"Student","Aries",0,1,NA,NA
2882045,0,15,"Student","Sagittarius",0,1,NA,NA
3850561,1,24,"indUnk","Scorpio",1,NA,NA,NA
3403602,0,15,"Education","Scorpio",0,0,NA,NA
3354778,0,17,"Student","Pisces",0,1,NA,NA
3989154,0,33,"Non-Profit","Aries",0,0,NA,NA
3529951,1,16,"indUnk","Libra",1,NA,NA,NA
3409476,1,36,"Education","Aquarius",0,0,NA,NA
3940997,1,23,"Student","Aries",0,1,NA,NA
4052055,1,35,"indUnk","Leo",1,NA,NA,NA
4196591,1,15,"indUnk","Leo",1,NA,NA,NA
4075808,1,35,"indUnk","Virgo",1,NA,NA,NA
4274229,1,14,"Student","Scorpio",0,1,NA,NA
4007735,0,17,"Student","Capricorn",0,1,NA,NA
3771600,1,14,"Student","Virgo",0,1,NA,NA
4202671,0,17,"Student","Gemini",0,1,NA,NA
3966870,0,23,"Technology","Virgo",0,0,NA,NA
2952444,0,13,"indUnk","Aries",1,NA,NA,NA
3737807,1,17,"indUnk","Virgo",1,NA,NA,NA
3577655,1,17,"indUnk","Leo",1,NA,NA,NA
3650974,0,23,"Student","Scorpio",0,1,NA,NA
3496773,0,24,"indUnk","Taurus",1,NA,NA,NA
3485073,0,15,"Education","Virgo",0,0,NA,NA
4068475,0,17,"indUnk","Gemini",1,NA,NA,NA
3441506,1,26,"indUnk","Pisces",1,NA,NA,NA
3680589,1,35,"Arts","Libra",0,0,NA,NA
3886562,0,23,"Student","Taurus",0,1,NA,NA
3753470,0,15,"Student","Pisces",0,1,NA,NA
3618866,1,14,"indUnk","Virgo",1,NA,NA,NA
3380464,0,48,"Communications-Media","Libra",0,0,NA,NA
3411285,1,26,"indUnk","Libra",1,NA,NA,NA
3668030,1,23,"Student","Cancer",0,1,NA,NA
4236023,0,17,"Student","Taurus",0,1,NA,NA
3501362,0,25,"indUnk","Aquarius",1,NA,NA,NA
4024747,1,24,"indUnk","Aquarius",1,NA,NA,NA
4109605,1,15,"Student","Leo",0,1,NA,NA
1668565,0,40,"indUnk","Aries",1,NA,NA,NA
3400091,1,23,"Law","Aquarius",0,0,NA,NA
3587934,1,25,"Education","Aries",0,0,NA,NA
4027719,1,23,"Biotech","Aries",0,0,NA,NA
3434961,0,24,"indUnk","Pisces",1,NA,NA,NA
3573678,1,24,"Technology","Sagittarius",0,0,NA,NA
4277394,0,13,"Student","Scorpio",0,1,NA,NA
3576839,0,27,"Military","Virgo",0,0,NA,NA
3196705,0,24,"indUnk","Scorpio",1,NA,NA,NA
2747575,0,17,"Student","Taurus",0,1,NA,NA
3887824,1,16,"Student","Pisces",0,1,NA,NA
1143104,0,23,"Student","Gemini",0,1,NA,NA
3364899,0,17,"Student","Sagittarius",0,1,NA,NA
3509141,1,16,"Student","Cancer",0,1,NA,NA
3551359,0,23,"Communications-Media","Cancer",0,0,NA,NA
1270372,1,33,"Manufacturing","Aries",0,0,NA,NA
1197086,0,16,"Student","Aries",0,1,NA,NA
4242799,1,26,"Transportation","Virgo",0,0,NA,NA
3828451,1,16,"Student","Leo",0,1,NA,NA
3771668,0,25,"Automotive","Libra",0,0,NA,NA
3572119,1,17,"Arts","Sagittarius",0,0,NA,NA
3719233,0,37,"indUnk","Pisces",1,NA,NA,NA
3835889,0,17,"Student","Cancer",0,1,NA,NA
3851365,1,45,"Education","Cancer",0,0,NA,NA
3324571,1,36,"indUnk","Sagittarius",1,NA,NA,NA
3139191,0,16,"indUnk","Aquarius",1,NA,NA,NA
3961625,0,14,"Student","Sagittarius",0,1,NA,NA
3536867,0,17,"Student","Aquarius",0,1,NA,NA
3655970,0,17,"Religion","Sagittarius",0,0,NA,NA
4055095,0,33,"Government","Pisces",0,0,NA,NA
3354828,0,16,"Internet","Gemini",0,0,NA,NA
3560141,1,26,"Student","Scorpio",0,1,NA,NA
3769478,0,24,"indUnk","Virgo",1,NA,NA,NA
3767918,0,15,"Technology","Capricorn",0,0,NA,NA
3320342,1,23,"indUnk","Pisces",1,NA,NA,NA
4219169,1,14,"Student","Capricorn",0,1,NA,NA
3556477,1,25,"indUnk","Libra",1,NA,NA,NA
4078761,1,35,"Religion","Taurus",0,0,NA,NA
3907553,1,24,"indUnk","Aries",1,NA,NA,NA
3669958,0,24,"indUnk","Scorpio",1,NA,NA,NA
4204123,1,16,"indUnk","Scorpio",1,NA,NA,NA
3443825,0,25,"indUnk","Aries",1,NA,NA,NA
4049195,0,17,"Student","Scorpio",0,1,NA,NA
3977680,1,16,"indUnk","Scorpio",1,NA,NA,NA
