user_id,gender,age,occu,sign,is_indunk,is_student,is_education,is_technology
3496136,1,38,indUnk,Libra,1,,,
3206585,1,25,HumanResources,Leo,0,0.0,,
1902121,1,27,Engineering,Taurus,0,0.0,,
3632734,0,26,Internet,Capricorn,0,0.0,,
4220994,1,25,indUnk,Virgo,1,,,
4127797,0,25,Student,Libra,0,1.0,,
4125847,1,27,indUnk,Gemini,1,,,
3599758,0,24,Non-Profit,Aries,0,0.0,,
4256976,0,24,indUnk,Capricorn,1,,,
2711915,0,25,Arts,Taurus,0,0.0,,
3940997,1,23,Student,Aries,0,1.0,,
317581,0,26,Technology,Scorpio,0,0.0,,
4023489,1,25,indUnk,Taurus,1,,,
3668030,1,23,Student,Cancer,0,1.0,,
4024747,1,24,indUnk,Aquarius,1,,,
3382799,1,26,Consulting,Virgo,0,0.0,,
3400445,1,24,Advertising,Leo,0,0.0,,
4263309,1,48,Fashion,Pisces,0,0.0,,
832265,0,27,Technology,Libra,0,0.0,,
3558382,1,40,indUnk,Aquarius,1,,,
3868312,0,25,Education,Gemini,0,0.0,,
4044445,1,40,indUnk,Virgo,1,,,
3992091,1,26,indUnk,Sagittarius,1,,,
1234212,0,27,indUnk,Taurus,1,,,
1298865,1,39,indUnk,Aquarius,1,,,
3599769,1,23,Student,Libra,0,1.0,,
3463885,0,42,indUnk,Gemini,1,,,
4053312,1,33,Architecture,Taurus,0,0.0,,
3186371,0,27,Law,Taurus,0,0.0,,
483266,0,33,indUnk,Taurus,1,,,
3877108,1,27,Student,Pisces,0,1.0,,
2864451,0,26,Communications-Media,Taurus,0,0.0,,
3677344,1,36,Automotive,Cancer,0,0.0,,
3986767,0,40,Internet,Sagittarius,0,0.0,,
3811749,1,26,indUnk,Virgo,1,,,
3998459,1,23,Student,Cancer,0,1.0,,
1675646,0,25,indUnk,Leo,1,,,
3146636,1,48,indUnk,Pisces,1,,,
3155970,1,24,Science,Sagittarius,0,0.0,,
3690855,0,25,Student,Leo,0,1.0,,
1758432,1,23,Engineering,Taurus,0,0.0,,
3368285,0,27,Tourism,Leo,0,0.0,,
3515252,1,27,Education,Virgo,0,0.0,,
3546623,1,42,indUnk,Libra,1,,,
3599631,0,24,Technology,Gemini,0,0.0,,
3866526,0,26,indUnk,Aquarius,1,,,
3806796,0,27,Arts,Pisces,0,0.0,,
3665752,0,26,Arts,Sagittarius,0,0.0,,
3600967,1,33,Arts,Scorpio,0,0.0,,
3551359,0,23,Communications-Media,Cancer,0,0.0,,
3335423,1,33,HumanResources,Sagittarius,0,0.0,,
3304415,0,25,indUnk,Virgo,1,,,
3308014,1,35,indUnk,Libra,1,,,
1156278,0,37,Internet,Taurus,0,0.0,,
4100455,1,24,Religion,Cancer,0,0.0,,
3771668,0,25,Automotive,Libra,0,0.0,,
669116,1,26,indUnk,Gemini,1,,,
3759734,1,27,Student,Leo,0,1.0,,
2542729,0,26,Technology,Scorpio,0,0.0,,
3585158,1,27,Non-Profit,Capricorn,0,0.0,,
3419991,1,24,indUnk,Cancer,1,,,
3542735,0,26,Advertising,Aries,0,0.0,,
3987879,0,34,indUnk,Scorpio,1,,,
4313487,0,26,indUnk,Sagittarius,1,,,
4296269,1,27,Publishing,Capricorn,0,0.0,,
3291871,1,25,Arts,Libra,0,0.0,,
2116991,0,33,Internet,Virgo,0,0.0,,
3363036,1,23,indUnk,Aries,1,,,
4173841,1,43,indUnk,Gemini,1,,,
4271205,1,26,indUnk,Pisces,1,,,
3667102,1,46,Law,Libra,0,0.0,,
3894623,0,34,Education,Libra,0,0.0,,
3452845,0,25,Banking,Taurus,0,0.0,,
3330196,0,23,Marketing,Virgo,0,0.0,,
3407290,0,37,Engineering,Leo,0,0.0,,
2952959,1,24,indUnk,Capricorn,1,,,
4077627,0,44,Telecommunications,Scorpio,0,0.0,,
3631998,0,25,Technology,Taurus,0,0.0,,
3779062,1,24,indUnk,Leo,1,,,
3873570,1,34,Education,Capricorn,0,0.0,,
3738552,0,23,Telecommunications,Capricorn,0,0.0,,
3654666,0,24,indUnk,Taurus,1,,,
3339644,0,26,Internet,Capricorn,0,0.0,,
1405024,1,24,indUnk,Cancer,1,,,
1788355,0,24,indUnk,Taurus,1,,,
4016792,1,45,Construction,Capricorn,0,0.0,,
3605346,1,25,Government,Taurus,0,0.0,,
3723692,0,25,Technology,Virgo,0,0.0,,
1636406,0,23,Student,Scorpio,0,1.0,,
3592700,1,25,indUnk,Capricorn,1,,,
3886562,0,23,Student,Taurus,0,1.0,,
1960271,0,35,Internet,Aries,0,0.0,,
3757297,1,27,Student,Pisces,0,1.0,,
4279253,1,42,indUnk,Aries,1,,,
3969316,1,33,Internet,Aries,0,0.0,,
4038842,0,26,indUnk,Libra,1,,,
3907553,1,24,indUnk,Aries,1,,,
3428326,0,23,Manufacturing,Leo,0,0.0,,
673235,0,37,Internet,Capricorn,0,0.0,,
1778579,0,23,indUnk,Gemini,1,,,
3358293,1,26,indUnk,Scorpio,1,,,
3460990,1,27,Education,Aquarius,0,0.0,,
3483901,1,23,indUnk,Taurus,1,,,
3409476,1,36,Education,Aquarius,0,0.0,,
3432308,1,25,Education,Cancer,0,0.0,,
3566811,1,27,Student,Gemini,0,1.0,,
3494693,1,23,Student,Gemini,0,1.0,,
3403416,0,27,Banking,Gemini,0,0.0,,
2726395,1,41,Technology,Leo,0,0.0,,
3869854,0,33,Marketing,Sagittarius,0,0.0,,
3820930,1,23,indUnk,Libra,1,,,
3327285,0,25,Technology,Taurus,0,0.0,,
3955951,0,47,indUnk,Sagittarius,1,,,
4204173,1,26,Technology,Aquarius,0,0.0,,
3291131,0,25,indUnk,Taurus,1,,,
3958372,1,33,Communications-Media,Virgo,0,0.0,,
3503201,0,27,indUnk,Cancer,1,,,
3632466,0,25,indUnk,Libra,1,,,
3325039,0,26,indUnk,Aquarius,1,,,
3423418,0,25,Student,Aries,0,1.0,,
3826242,0,42,indUnk,Aries,1,,,
2278942,0,26,Technology,Virgo,0,0.0,,
4078761,1,35,Religion,Taurus,0,0.0,,
2300555,1,24,indUnk,Libra,1,,,
3723398,0,25,Technology,Leo,0,0.0,,
3306195,0,33,indUnk,Leo,1,,,
1550687,1,24,Communications-Media,Sagittarius,0,0.0,,
3816397,1,42,Technology,Virgo,0,0.0,,
3360363,1,23,Student,Capricorn,0,1.0,,
3759312,0,24,Arts,Cancer,0,0.0,,
3582331,1,23,indUnk,Pisces,1,,,
3989154,0,33,Non-Profit,Aries,0,0.0,,
4128156,0,47,Consulting,Gemini,0,0.0,,
3601621,0,23,indUnk,Gemini,1,,,
4227371,1,24,indUnk,Libra,1,,,
3659024,0,34,Technology,Aquarius,0,0.0,,
4051770,0,24,Law,Sagittarius,0,0.0,,
3483262,0,24,Banking,Libra,0,0.0,,
3655173,0,26,Law,Virgo,0,0.0,,
3700421,1,24,Science,Aries,0,0.0,,
1785539,0,24,Science,Scorpio,0,0.0,,
3546432,1,47,Consulting,Gemini,0,0.0,,
3393040,0,26,Religion,Libra,0,0.0,,
1503551,0,27,Education,Sagittarius,0,0.0,,
1359631,0,26,Internet,Cancer,0,0.0,,
4151531,0,25,indUnk,Virgo,1,,,
3614153,0,24,indUnk,Sagittarius,1,,,
3994022,1,24,Consulting,Aries,0,0.0,,
4292654,1,33,Banking,Libra,0,0.0,,
3823631,1,37,Marketing,Cancer,0,0.0,,
2972526,1,25,Consulting,Virgo,0,0.0,,
3819668,1,25,Marketing,Pisces,0,0.0,,
3343256,0,23,indUnk,Virgo,1,,,
3883177,0,35,Technology,Scorpio,0,0.0,,
1270372,1,33,Manufacturing,Aries,0,0.0,,
4100934,1,23,Arts,Sagittarius,0,0.0,,
3170057,1,26,Communications-Media,Gemini,0,0.0,,
3802748,1,26,indUnk,Scorpio,1,,,
3306314,0,24,Student,Taurus,0,1.0,,
3417138,1,25,Communications-Media,Taurus,0,0.0,,
3421075,0,23,Technology,Cancer,0,0.0,,
4163223,0,23,Technology,Pisces,0,0.0,,
3813860,1,24,indUnk,Sagittarius,1,,,
3990427,1,25,Banking,Sagittarius,0,0.0,,
3607694,1,23,indUnk,Leo,1,,,
3586100,1,24,Education,Leo,0,0.0,,
2957170,0,26,indUnk,Aquarius,1,,,
3818197,1,25,Student,Cancer,0,1.0,,
4179297,1,27,Government,Aries,0,0.0,,
1826527,0,25,Science,Cancer,0,0.0,,
3885215,1,27,indUnk,Cancer,1,,,
4199600,1,24,indUnk,Pisces,1,,,
3376440,0,37,Communications-Media,Aries,0,0.0,,
3816360,1,23,Non-Profit,Pisces,0,0.0,,
4298922,1,27,Marketing,Virgo,0,0.0,,
3463044,1,37,indUnk,Pisces,1,,,
3295677,1,43,Technology,Scorpio,0,0.0,,
4101011,1,23,indUnk,Cancer,1,,,
4031020,1,27,Marketing,Cancer,0,0.0,,
1937270,0,36,indUnk,Virgo,1,,,
3469665,1,23,Military,Taurus,0,0.0,,
3994464,1,36,Consulting,Sagittarius,0,0.0,,
3565927,0,25,indUnk,Scorpio,1,,,
1987893,1,38,indUnk,Capricorn,1,,,
1733718,1,24,Student,Virgo,0,1.0,,
2824507,0,26,Government,Libra,0,0.0,,
3022585,1,27,Education,Aquarius,0,0.0,,
3768397,1,23,indUnk,Capricorn,1,,,
3855724,1,34,Education,Cancer,0,0.0,,
